ID,Species,Group,Area,Survey,Type,Value,Harbour,POINT_X,POINT_Y
2209,American Wigeon,Waterfowl,All,Jan/Feb 1999,Density,16.4,Sooke,452244.4539,5357694.41
2210,Canvasback,Waterfowl,All,Jan/Feb 1999,Density,3.5,Esquimalt,467549.4204,5364784.66
2211,Greater Scaup,Waterfowl,All,Jan/Feb 1999,Density,23.4,Sooke,450510.7159,5358182.867
2212,Lesser Scaup,Waterfowl,All,Jan/Feb 1999,Density,4.4,Esquimalt,467536.4121,5365319.711
2213,scaup sp.,Waterfowl,All,Jan/Feb 1999,Density,NA,Esquimalt,468382.4916,5364469.628
2214,Harlequin Duck,Waterfowl,All,Jan/Feb 1999,Density,1.1,Sooke,452413.4772,5358066.683
2215,Oldsquaw,Waterfowl,All,Jan/Feb 1999,Density,2.5,Esquimalt,467717.6674,5366046.231
2216,Surf Seater,Waterfowl,All,Jan/Feb 1999,Density,3.5,Sooke,451812.0648,5358646.428
2217,White-w inged Scoter,Waterfowl,All,Jan/Feb 1999,Density,NA,Sooke,449797.7574,5358613.162
2218,Common Goldeneye,Waterfowl,All,Jan/Feb 1999,Density,12.7,Sooke,449323.5847,5358887.351
2219,Bufflehead,Waterfowl,All,Jan/Feb 1999,Density,21.1,Sooke,449668.5203,5358861.063
2220,Hooded Merganser,Waterfowl,All,Jan/Feb 1999,Density,4.4,Sooke,452095.4671,5357488.034
2221,Common Merganser,Waterfowl,All,Jan/Feb 1999,Density,0.6,Sooke,450438.9,5358268.236
2222,Red-breasted Merganser,Waterfowl,All,Jan/Feb 1999,Density,12.4,Esquimalt,467846.9497,5365741.416
2223,American Coot,Coots,All,Jan/Feb 1999,Density,2.3,Esquimalt,467876.3056,5365153.435
2224,Semipalmated Plover,Shorebirds,All,Jan/Feb 1999,Density,NA,Esquimalt,467163.3982,5365363.325
2225,Killdeer,Shorebirds,All,Jan/Feb 1999,Density,NA,Sooke,451494.4412,5357568.614
2226,Black-bellied Plover,Shorebirds,All,Jan/Feb 1999,Density,0.4,Esquimalt,466497.7628,5366847.503
2227,Black Oystercatcher,Shorebirds,All,Jan/Feb 1999,Density,0.4,Sooke,452056.0547,5357891.707
2228,Greater Yellowlegs,Shorebirds,All,Jan/Feb 1999,Density,NA,Sooke,452108.4567,5357470.097
2229,Ruddy Turnstone,Shorebirds,All,Jan/Feb 1999,Density,NA,Sooke,452649.6604,5357337.759
2230,Black Turnstone,Shorebirds,All,Jan/Feb 1999,Density,6.1,Sooke,452321.1021,5358888.373
2231,Dunlin,Shorebirds,All,Jan/Feb 1999,Density,NA,Esquimalt,467715.1746,5365475.249
2232,Western Sandpiper,Shorebirds,All,Jan/Feb 1999,Density,NA,Sooke,450591.8354,5359257.189
2233,Least Sandpiper,Shorebirds,All,Jan/Feb 1999,Density,NA,Esquimalt,468172.479,5364438.484
2234,Sanderllng,Shorebirds,All,Jan/Feb 1999,Density,NA,Esquimalt,466844.3298,5365514.26
2235,Short-billed Dowitcher,Shorebirds,All,Jan/Feb 1999,Density,NA,Esquimalt,467030.3407,5364807.655
2236,Common Snipe,Shorebirds,All,Jan/Feb 1999,Density,NA,Esquimalt,466664.4827,5367030.372
2237,Red-necked Phalarope,Shorebirds,All,Jan/Feb 1999,Density,NA,Esquimalt,466630.5554,5366644.631
2238,Bonaparte's Gull,Gulls and Terns,All,Jan/Feb 1999,Density,NA,Sooke,451198.8483,5359300.703
2239,Heermann's Gull,Gulls and Terns,All,Jan/Feb 1999,Density,NA,Esquimalt,467342.374,5365045.01
2240,Mew Gull,Gulls and Terns,All,Jan/Feb 1999,Density,61.5,Esquimalt,466982.4782,5364916.078
2241,California Gull,Gulls and Terns,All,Jan/Feb 1999,Density,NA,Sooke,451380.0888,5359895.812
2242,Thayer's Gull,Gulls and Terns,All,Jan/Feb 1999,Density,2.8,Sooke,450621.4971,5358118.876
2243,Glaucous-winged Gull,Gulls and Terns,All,Jan/Feb 1999,Density,20,Sooke,450807.5881,5358366.907
2244,Western Gull,Gulls and Terns,All,Jan/Feb 1999,Density,NA,Esquimalt,467234.5769,5365101.886
2245,gull sp.,Gulls and Terns,All,Jan/Feb 1999,Density,NA,Esquimalt,466534.0845,5367198.647
2246,Caspian Tern,Gulls and Terns,All,Jan/Feb 1999,Density,NA,Sooke,451503.6389,5357862.942
2247,Common Murra,Auks,All,Jan/Feb 1999,Density,0.6,Esquimalt,468202.0422,5364411.095
2248,Pigeon Guillemot,Auks,All,Jan/Feb 1999,Density,1.3,Esquimalt,468262.8559,5364797.185
2249,Marbled Murrrelet,Auks,All,Jan/Feb 1999,Density,0.1,Esquimalt,466781.4458,5366582.073
2250,Cassln's Auklet,Auks,All,Jan/Feb 1999,Density,NA,Esquimalt,466281.2948,5367179.217
2251,Rhinoceros Auklet,Auks,All,Jan/Feb 1999,Density,1.1,Esquimalt,467870.3837,5364632.38
2252,Pied-billed Grebe,Loons and Grebes,A,Jan/Feb 1999,Density,2.4,Esquimalt,467528.3595,5365825.354
2253,Horned Grebe,Loons and Grebes,A,Jan/Feb 1999,Density,NA,Sooke,450977.5235,5359444.546
2254,Western Grebe,Loons and Grebes,A,Jan/Feb 1999,Density,NA,Sooke,451610.6339,5358202.608
2255,Double-crested Cormorant,Cormorants,A,Jan/Feb 1999,Density,1.2,Sooke,452060.1476,5357762.936
2256,Great Blue Heron,Herons,A,Jan/Feb 1999,Density,NA,Sooke,450918.377,5359108.907
2257,Mute Swan,Waterfowl,A,Jan/Feb 1999,Density,NA,Sooke,449900.8336,5358658.249
2258,Canada Goose,Waterfowl,A,Jan/Feb 1999,Density,76.8,Sooke,449569.4074,5358978.771
2259,Wood Duck,Waterfowl,A,Jan/Feb 1999,Density,NA,Esquimalt,466902.2249,5364675.641
2260,Green-winged Teal,Waterfowl,A,Jan/Feb 1999,Density,NA,Esquimalt,467818.4977,5364903.112
2261,Gadwall,Waterfowl,A,Jan/Feb 1999,Density,NA,Sooke,452786.2327,5359454.82
2262,Mallard,Waterfowl,A,Jan/Feb 1999,Density,72,Sooke,449640.8962,5358347.835
2263,Northern Pintail,Waterfowl,A,Jan/Feb 1999,Density,NA,Sooke,450476.0441,5358620.468
2264,Eurasian Wigeon,Waterfowl,A,Jan/Feb 1999,Density,NA,Esquimalt,468127.8617,5364562.097
2265,American Wigeon,Waterfowl,A,Jan/Feb 1999,Density,2.4,Esquimalt,466466.8738,5366930.745
2266,Canvasback,Waterfowl,A,Jan/Feb 1999,Density,28,Esquimalt,467109.6919,5366051.985
2267,Greater Scaup,Waterfowl,A,Jan/Feb 1999,Density,150,Esquimalt,467200.1172,5365339.888
2268,Lesser Scaup,Waterfowl,A,Jan/Feb 1999,Density,NA,Esquimalt,467600.6013,5365572.237
2269,Scaup sp.,Waterfowl,A,Jan/Feb 1999,Density,NA,Sooke,452077.0793,5358760.223
2270,Surf Scoter,Waterfowl,A,Jan/Feb 1999,Density,NA,Esquimalt,467284.8937,5365638.225
2271,Common Goldeneye,Waterfowl,A,Jan/Feb 1999,Density,NA,Sooke,452539.3857,5358714.575
2272,Bufflehead,Waterfowl,A,Jan/Feb 1999,Density,70.7,Esquimalt,466376.9685,5366826.585
2273,Hooded Merganser,Waterfowl,A,Jan/Feb 1999,Density,NA,Sooke,452207.5372,5358189.989
2274,Common Merganser,Waterfowl,A,Jan/Feb 1999,Density,NA,Sooke,449286.3412,5358941.358
2275,American Coot,Coots,A,Jan/Feb 1999,Density,13.4,Sooke,449985.1565,5358936.137
2276,Killdeer,Shorebirds,A,Jan/Feb 1999,Density,NA,Esquimalt,467919.9379,5365032.394
2277,Western Sandpiper,Shorebirds,A,Jan/Feb 1999,Density,NA,Esquimalt,467911.0157,5364587.457
2278,California Gull,Gulls and Terns,A,Jan/Feb 1999,Density,NA,Sooke,452482.8903,5358373.188
2279,Glaucous-winged Gull,Gulls and Terns,A,Jan/Feb 1999,Density,14.6,Esquimalt,467981.5828,5366198.943
2280,Belted Kingfisher,Kingfishers,A,Jan/Feb 1999,Density,NA,Sooke,451914.5545,5357568.304
2281,Double-crested Cormorant,Cormorants,B,Jan/Feb 1999,Density,18.7,Sooke,450268.7439,5359316.072
2282,Great Blue Heron,Herons,B,Jan/Feb 1999,Density,NA,Esquimalt,467578.1306,5365225.763
2283,Trumpeter Swan,Waterfowl,B,Jan/Feb 1999,Density,NA,Esquimalt,467525.6009,5365726.336
2284,Canada Goose,Waterfowl,B,Jan/Feb 1999,Density,42.1,Esquimalt,467931.2265,5364758.08
2285,Mallard,Waterfowl,B,Jan/Feb 1999,Density,154.2,Sooke,449811.7747,5359061.08
2286,Eurasian Wigeon,Waterfowl,B,Jan/Feb 1999,Density,NA,Sooke,449976.1054,5357661.091
2287,American Wigeon,Waterfowl,B,Jan/Feb 1999,Density,18.7,Sooke,451198.3262,5358928.25
2288,Canvasback,Waterfowl,B,Jan/Feb 1999,Density,46.7,Esquimalt,468393.0479,5364322.991
2289,Greater Scaup,Waterfowl,B,Jan/Feb 1999,Density,210.3,Sooke,451114.7236,5358175.577
2290,scaup sp.,Waterfowl,B,Jan/Feb 1999,Density,NA,Esquimalt,466390.3657,5366873.815
2291,Bufflehead,Waterfowl,B,Jan/Feb 1999,Density,93.5,Sooke,451014.4513,5359300.65
2292,Hooded Merganser,Waterfowl,B,Jan/Feb 1999,Density,9.3,Sooke,452327.4729,5357719.875
2293,Common Merganser,Waterfowl,B,Jan/Feb 1999,Density,NA,Esquimalt,467770.6498,5366245.313
2294,Red-breasted Merganser,Waterfowl,B,Jan/Feb 1999,Density,4.7,Sooke,449588.7825,5359606.652
2295,Western Sandpiper,Shorebirds,B,Jan/Feb 1999,Density,NA,Esquimalt,467140.4978,5366188.544
2296,Least Sandpiper,Shorebirds,B,Jan/Feb 1999,Density,NA,Sooke,451076.6314,5357281.695
2297,Mew Gull,Gulls and Terns,B,Jan/Feb 1999,Density,NA,Sooke,450803.6101,5358964.538
2298,California Gull,Gulls and Terns,B,Jan/Feb 1999,Density,NA,Sooke,452658.2536,5359169.004
2299,Glaucous-winged Gull,Gulls and Terns,B,Jan/Feb 1999,Density,14,Esquimalt,467946.0796,5365304.631
2300,Belted Kingfisher,Kingfishers,B,Jan/Feb 1999,Density,NA,Esquimalt,466420.6992,5366670.721
2301,Red-throated Loon,Loons and Grebes,All,Mar/Apr 1999,Density,5.2,Sooke,452397.6058,5357748.778
2302,Pacific Loon,Loons and Grebes,All,Mar/Apr 1999,Density,0.6,Esquimalt,467930.0638,5365033.726
2303,Common Loon,Loons and Grebes,All,Mar/Apr 1999,Density,0.4,Sooke,449813.4947,5359102.992
2304,Yellow-billed Loon,Loons and Grebes,All,Mar/Apr 1999,Density,NA,Esquimalt,466360.2438,5367115.578
2305,Pied--bllled Grebe,Loons and Grebes,All,Mar/Apr 1999,Density,NA,Esquimalt,466495.2157,5366866.003
2306,Eared Grebe,Loons and Grebes,All,Mar/Apr 1999,Density,NA,Sooke,451266.6893,5359403.877
2307,Red-necked Grebe,Loons and Grebes,All,Mar/Apr 1999,Density,2.9,Esquimalt,467174.3483,5364574.513
2308,Horned Grebe,Loons and Grebes,All,Mar/Apr 1999,Density,0.7,Sooke,449789.6456,5357906.635
2309,Western Grebe,Loons and Grebes,All,Mar/Apr 1999,Density,2.8,Esquimalt,467944.019,5364531.508
2310,Double-crested Cormorant,Cormorants,All,Mar/Apr 1999,Density,11.6,Sooke,450119.9053,5358433.451
2311,Brandt's Cormorant,Cormorants,All,Mar/Apr 1999,Density,NA,Esquimalt,466827.1021,5366508.347
2312,Pelagic Cormorant,Cormorants,All,Mar/Apr 1999,Density,NA,Sooke,451568.1725,5358478.44
2313,Great Blue Heron,Herons,All,Mar/Apr 1999,Density,0.7,Sooke,449636.8632,5357664.872
2314,Mute Swan,Waterfowl,All,Mar/Apr 1999,Density,0.8,Esquimalt,466900.5249,5365284.714
2315,Trumpeter Swan,Waterfowl,All,Mar/Apr 1999,Density,NA,Esquimalt,467001.742,5364611.947
2316,Canada Goose,Waterfowl,All,Mar/Apr 1999,Density,7.7,Sooke,451841.3569,5357971.935
2317,Brant,Waterfowl,All,Mar/Apr 1999,Density,NA,Sooke,452772.4858,5359644.771
2318,Wood Duck,Waterfowl,All,Mar/Apr 1999,Density,NA,Esquimalt,467189.9378,5365952.509
2319,Green-winged Teal,Waterfowl,All,Mar/Apr 1999,Density,2.1,Sooke,451199.9224,5359138.703
2320,Gadwall,Waterfowl,All,Mar/Apr 1999,Density,0.5,Sooke,452705.2945,5358907.577
2321,Mallard,Waterfowl,All,Mar/Apr 1999,Density,41.8,Esquimalt,467115.0754,5366374.209
2322,Northern Pintail,Waterfowl,All,Mar/Apr 1999,Density,3.2,Esquimalt,467764.4795,5365645.889
2323,Eurasian Wigeon,Waterfowl,All,Mar/Apr 1999,Density,0.3,Sooke,450031.4582,5357732.148
2324,American Wigeon,Waterfowl,All,Mar/Apr 1999,Density,7.5,Sooke,450522.2462,5359591.267
2325,Canvasback,Waterfowl,All,Mar/Apr 1999,Density,0.3,Sooke,451087.9943,5359455.125
2326,Greater Scaup,Waterfowl,All,Mar/Apr 1999,Density,12.6,Esquimalt,468408.5879,5364745.665
2327,Lesser Scaup,Waterfowl,All,Mar/Apr 1999,Density,8.9,Sooke,452209.0561,5357826.233
2328,scaup sp.,Waterfowl,All,Mar/Apr 1999,Density,NA,Esquimalt,467921.6147,5365557.152
2329,Harlequin Duck,Waterfowl,All,Mar/Apr 1999,Density,1.1,Sooke,450383.2374,5359319.743
2330,Oldsquaw,Waterfowl,All,Mar/Apr 1999,Density,0.2,Sooke,452676.944,5359034.748
2331,Surf Seater,Waterfowl,All,Mar/Apr 1999,Density,2.2,Sooke,451054.3058,5359153.144
2332,White-w inged Scoter,Waterfowl,All,Mar/Apr 1999,Density,0.9,Esquimalt,467299.1037,5364971.587
2333,Common Goldeneye,Waterfowl,All,Mar/Apr 1999,Density,3.5,Sooke,451743.3609,5357710.207
2334,Bufflehead,Waterfowl,All,Mar/Apr 1999,Density,35,Sooke,450137.8964,5359052.774
2335,Hooded Merganser,Waterfowl,All,Mar/Apr 1999,Density,1.3,Sooke,451547.2688,5357676.579
2336,Common Merganser,Waterfowl,All,Mar/Apr 1999,Density,2.8,Sooke,450232.3418,5357941.69
2337,Red-breasted Merganser,Waterfowl,All,Mar/Apr 1999,Density,8.9,Sooke,449677.3491,5358541.057
2338,American Coot,Coots,All,Mar/Apr 1999,Density,1.4,Esquimalt,467071.3736,5365638.919
2339,Semipalmated Plover,Shorebirds,All,Mar/Apr 1999,Density,NA,Esquimalt,467021.225,5366638.122
2340,Killdeer,Shorebirds,All,Mar/Apr 1999,Density,NA,Esquimalt,468091.9154,5364748.462
2341,Black-bellied Plover,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,451236.0266,5358627.612
2342,Black Oystercatcher,Shorebirds,All,Mar/Apr 1999,Density,0.5,Sooke,451307.9108,5358401.592
2343,Greater Yellowlegs,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,450102.9713,5358882.456
2344,Ruddy Turnstone,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,449308.6651,5358621.495
2345,Black Turnstone,Shorebirds,All,Mar/Apr 1999,Density,2.3,Sooke,450677.3345,5359105.236
2346,Dunlin,Shorebirds,All,Mar/Apr 1999,Density,1.1,Esquimalt,466877.1372,5365948.288
2347,Western Sandpiper,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,451649.9295,5358332.164
2348,Least Sandpiper,Shorebirds,All,Mar/Apr 1999,Density,NA,Esquimalt,467601.4662,5365105.026
2349,Sanderllng,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,449586.0586,5358869.36
2350,Short-billed Dowitcher,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,452079.5042,5357442.688
2351,Common Snipe,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,451653.0343,5358066.626
2352,Red-necked Phalarope,Shorebirds,All,Mar/Apr 1999,Density,NA,Sooke,450727.8359,5357340.579
2353,Bonaparte's Gull,Gulls and Terns,All,Mar/Apr 1999,Density,NA,Esquimalt,466965.6721,5365466.329
2354,Heermann's Gull,Gulls and Terns,All,Mar/Apr 1999,Density,NA,Esquimalt,467173.6374,5364516.241
2355,Mew Gull,Gulls and Terns,All,Mar/Apr 1999,Density,10,Sooke,452686.6642,5357890.301
2356,California Gull,Gulls and Terns,All,Mar/Apr 1999,Density,0.8,Esquimalt,467569.6805,5365886.214
2357,Thayer's Gull,Gulls and Terns,All,Mar/Apr 1999,Density,NA,Esquimalt,467342.6789,5364430.485
2358,Glaucous-winged Gull,Gulls and Terns,All,Mar/Apr 1999,Density,22.9,Esquimalt,467345.752,5364398.191
2359,Western Gull,Gulls and Terns,All,Mar/Apr 1999,Density,0.1,Sooke,450768.5872,5357738.396
2360,gull sp.,Gulls and Terns,All,Mar/Apr 1999,Density,NA,Sooke,452417.643,5358300.463
2361,Caspian Tern,Gulls and Terns,All,Mar/Apr 1999,Density,NA,Esquimalt,467558.241,5365305.041
2362,Common Murra,Auks,All,Mar/Apr 1999,Density,0.5,Esquimalt,466321.7844,5367249.928
2363,Pigeon Guillemot,Auks,All,Mar/Apr 1999,Density,1.4,Esquimalt,466725.1467,5366560.913
2364,Marbled Murrrelet,Auks,All,Mar/Apr 1999,Density,NA,Sooke,451849.1601,5358777.543
2365,Cassln's Auklet,Auks,All,Mar/Apr 1999,Density,NA,Sooke,452249.6164,5357373.451
2366,Rhinoceros Auklet,Auks,All,Mar/Apr 1999,Density,2.2,Sooke,450903.4707,5359602.805
2367,Pied-billed Grebe,Loons and Grebes,A,Mar/Apr 1999,Density,NA,Sooke,449409.4829,5359103.293
2368,Horned Grebe,Loons and Grebes,A,Mar/Apr 1999,Density,NA,Sooke,452079.9775,5358130.044
2369,Western Grebe,Loons and Grebes,A,Mar/Apr 1999,Density,NA,Sooke,452270.3715,5357247.573
2370,Double-crested Cormorant,Cormorants,A,Mar/Apr 1999,Density,23.2,Esquimalt,467266.1517,5365609.147
2371,Great Blue Heron,Herons,A,Mar/Apr 1999,Density,7.3,Sooke,452587.8562,5358244.915
2372,Mute Swan,Waterfowl,A,Mar/Apr 1999,Density,NA,Esquimalt,468134.2989,5364805.179
2373,Canada Goose,Waterfowl,A,Mar/Apr 1999,Density,40.2,Sooke,450964.115,5357422.62
2374,Wood Duck,Waterfowl,A,Mar/Apr 1999,Density,NA,Esquimalt,466497.7821,5367163.446
2375,Green-winged Teal,Waterfowl,A,Mar/Apr 1999,Density,8.5,Esquimalt,467440.8313,5365780.439
2376,Gadwall,Waterfowl,A,Mar/Apr 1999,Density,6.1,Sooke,450415.0689,5357601.834
2377,Mallard,Waterfowl,A,Mar/Apr 1999,Density,101.2,Sooke,451105.8743,5357666.258
2378,Northern Pintail,Waterfowl,A,Mar/Apr 1999,Density,NA,Sooke,451130.1694,5358626.314
2379,Eurasian Wigeon,Waterfowl,A,Mar/Apr 1999,Density,3.7,Esquimalt,467795.1123,5366178.771
2380,American Wigeon,Waterfowl,A,Mar/Apr 1999,Density,20.7,Sooke,450493.6378,5358739.611
2381,Canvasback,Waterfowl,A,Mar/Apr 1999,Density,NA,Esquimalt,467755.8927,5365902.754
2382,Greater Scaup,Waterfowl,A,Mar/Apr 1999,Density,134.1,Esquimalt,466963.3751,5365564.35
2383,Lesser Scaup,Waterfowl,A,Mar/Apr 1999,Density,NA,Esquimalt,467500.6123,5364388.245
2384,Scaup sp.,Waterfowl,A,Mar/Apr 1999,Density,NA,Esquimalt,467591.5592,5365902.401
2385,Surf Scoter,Waterfowl,A,Mar/Apr 1999,Density,NA,Esquimalt,468528.7667,5364523.352
2386,Common Goldeneye,Waterfowl,A,Mar/Apr 1999,Density,1.2,Esquimalt,467659.9157,5365093.969
2387,Bufflehead,Waterfowl,A,Mar/Apr 1999,Density,142.7,Sooke,452430.9122,5358884.629
2388,Hooded Merganser,Waterfowl,A,Mar/Apr 1999,Density,6.1,Esquimalt,467349.8357,5365204.063
2389,Common Merganser,Waterfowl,A,Mar/Apr 1999,Density,15.9,Sooke,452743.7625,5358212.644
2390,American Coot,Coots,A,Mar/Apr 1999,Density,7.3,Esquimalt,467488.4616,5365704.461
2391,Killdeer,Shorebirds,A,Mar/Apr 1999,Density,NA,Sooke,449990.4442,5359206.808
2392,Western Sandpiper,Shorebirds,A,Mar/Apr 1999,Density,NA,Sooke,449600.0426,5359068.955
2393,California Gull,Gulls and Terns,A,Mar/Apr 1999,Density,NA,Esquimalt,467329.4969,5364616.473
2394,Glaucous-winged Gull,Gulls and Terns,A,Mar/Apr 1999,Density,30.5,Sooke,449275.2297,5359060.686
2395,Belted Kingfisher,Kingfishers,A,Mar/Apr 1999,Density,NA,Sooke,451233.8872,5358561.507
2396,Double-crested Cormorant,Cormorants,B,Mar/Apr 1999,Density,243,Sooke,452283.0849,5357450.898
2397,Great Blue Heron,Herons,B,Mar/Apr 1999,Density,NA,Esquimalt,467461.1575,5364745.395
2398,Trumpeter Swan,Waterfowl,B,Mar/Apr 1999,Density,NA,Sooke,449408.7462,5359056.427
2399,Canada Goose,Waterfowl,B,Mar/Apr 1999,Density,37.4,Sooke,450255.5825,5359608.847
2400,Mallard,Waterfowl,B,Mar/Apr 1999,Density,163.6,Esquimalt,467654.5753,5365278.128
2401,Eurasian Wigeon,Waterfowl,B,Mar/Apr 1999,Density,NA,Sooke,450321.9208,5358554.392
2402,American Wigeon,Waterfowl,B,Mar/Apr 1999,Density,65.4,Esquimalt,467749.7173,5365816.374
2403,Canvasback,Waterfowl,B,Mar/Apr 1999,Density,NA,Esquimalt,466369.0888,5367220.251
2404,Greater Scaup,Waterfowl,B,Mar/Apr 1999,Density,42.1,Esquimalt,466994.7838,5364788.363
2405,scaup sp.,Waterfowl,B,Mar/Apr 1999,Density,NA,Sooke,452819.8909,5359539.542
2406,Bufflehead,Waterfowl,B,Mar/Apr 1999,Density,60.7,Sooke,450972.7944,5358373.428
2407,Hooded Merganser,Waterfowl,B,Mar/Apr 1999,Density,NA,Esquimalt,466897.1009,5366222.457
2408,Common Merganser,Waterfowl,B,Mar/Apr 1999,Density,9.3,Esquimalt,467321.3732,5365632.669
2409,Red-breasted Merganser,Waterfowl,B,Mar/Apr 1999,Density,NA,Sooke,450003.5091,5358357.718
2410,Western Sandpiper,Shorebirds,B,Mar/Apr 1999,Density,NA,Esquimalt,467974.8883,5365163.364
2411,Least Sandpiper,Shorebirds,B,Mar/Apr 1999,Density,NA,Esquimalt,466545.7794,5366998.116
2412,Mew Gull,Gulls and Terns,B,Mar/Apr 1999,Density,NA,Sooke,451781.1058,5357684.634
2413,California Gull,Gulls and Terns,B,Mar/Apr 1999,Density,NA,Esquimalt,467046.4444,5364989.944
2414,Glaucous-winged Gull,Gulls and Terns,B,Mar/Apr 1999,Density,37.4,Sooke,451275.0349,5359280.969
2415,Belted Kingfisher,Kingfishers,B,Mar/Apr 1999,Density,NA,Esquimalt,467394.6985,5364631.616
2416,Red-throated Loon,Loons and Grebes,All,May-99,Density,NA,Esquimalt,466862.6839,5365437.019
2417,Pacific Loon,Loons and Grebes,All,May-99,Density,NA,Sooke,449516.4409,5358463.653
2418,Common Loon,Loons and Grebes,All,May-99,Density,NA,Esquimalt,467521.582,5365061.519
2419,Yellow-billed Loon,Loons and Grebes,All,May-99,Density,NA,Esquimalt,467923.456,5364750.45
2420,Pied--bllled Grebe,Loons and Grebes,All,May-99,Density,NA,Sooke,451701.1393,5358267.122
2421,Eared Grebe,Loons and Grebes,All,May-99,Density,NA,Esquimalt,468648.7821,5364517.281
2422,Red-necked Grebe,Loons and Grebes,All,May-99,Density,0.5,Esquimalt,466293.4945,5367220.883
2423,Horned Grebe,Loons and Grebes,All,May-99,Density,NA,Esquimalt,467023.7372,5364655.838
2424,Western Grebe,Loons and Grebes,All,May-99,Density,NA,Esquimalt,467298.2706,5365247.238
2425,Double-crested Cormorant,Cormorants,All,May-99,Density,2.3,Sooke,450441.828,5358945.709
2426,Brandt's Cormorant,Cormorants,All,May-99,Density,NA,Sooke,450715.1176,5357729.125
2427,Pelagic Cormorant,Cormorants,All,May-99,Density,0.2,Esquimalt,467469.4755,5364603.941
2428,Great Blue Heron,Herons,All,May-99,Density,2.4,Esquimalt,467709.2613,5366327.448
2429,Mute Swan,Waterfowl,All,May-99,Density,NA,Esquimalt,467079.2219,5365740.241
2430,Trumpeter Swan,Waterfowl,All,May-99,Density,NA,Sooke,451046.8449,5357902.995
2431,Canada Goose,Waterfowl,All,May-99,Density,4.6,Esquimalt,466854.1638,5366520.971
2432,Brant,Waterfowl,All,May-99,Density,NA,Esquimalt,467532.5778,5364437.298
2433,Wood Duck,Waterfowl,All,May-99,Density,NA,Sooke,452004.9643,5358935.768
2434,Green-winged Teal,Waterfowl,All,May-99,Density,0.4,Sooke,452180.4953,5357361.225
2435,Gadwall,Waterfowl,All,May-99,Density,NA,Sooke,452420.5681,5358440.493
2436,Mallard,Waterfowl,All,May-99,Density,8.8,Esquimalt,466782.3001,5365931.663
2437,Northern Pintail,Waterfowl,All,May-99,Density,0.4,Esquimalt,467180.8316,5364763.328
2438,Eurasian Wigeon,Waterfowl,All,May-99,Density,NA,Sooke,450381.412,5357405.06
2439,American Wigeon,Waterfowl,All,May-99,Density,0.1,Sooke,451672.2689,5359343.892
2440,Canvasback,Waterfowl,All,May-99,Density,NA,Esquimalt,467632.7376,5364869.641
